text,predicted_sentiment
"MINERAL DISSOLUTION: The separation of minerals into different components. Mineral dissolution and precipitation, especially of Fe and Mn (hydr)oxides and the carbonate mineral family, partially regulate pH and alkalinity of natural waters, affecting the fate and transport of organic and inorganic contaminants.",positive
"SNOW ENERGY BALANCE: Pertaining to the net increase, or decrease in energy due to snow",positive
"formation, melting, evaporation, etc..",positive
"SNOW COVER: Pertaining to the extent, depth, and longevity of snow pack.",negative
"IMPORTANCE VALUE: The importance value is the sum of relative density, relative dominance,and relative frequency for a species in the community. The larger theimportance value, the more dominant a species is in the particularcommunity.",negative
LONGWAVE HEAT FLUX: null,negative
PRECIPITATION: All liquid or solid phase aqueous particles that originate in the atmosphere and fall to the earth's surface.,positive
PERMAFROST: A layer of soil or bedrock at a variable depth beneath the surface of the earth in which the temperature has been below freezing continuously from a few to several thousands of years.,negative
24 HOUR MINIMUM TEMPERATURE: The lowest temperature attained at a specific location during a (24 hour) period.,negative
"STANDARDIZED PRECIPITATION INDEX: The SPI was formulated by Tom Mckee, Nolan Doesken and John Kleist of",positive
the Colorado Climate Center in 1993. The purpose is to assign a single,negative
numeric value to the precipitation which can be compared across,negative
"regions with markedly different climates. Technically, the SPI is the",positive
number of standard deviations that the observed value would deviate,negative
"from the long-term mean, for a normally distributed random",negative
"variable. Since precipitation is not normally distributed, a",negative
transformation is first applied so that the transformed precipitation,positive
values follow a normal distribution.,positive
The Standardized Precipitation Index was designed to explicitly,negative
express the fact that it is possible to simultaneously experience wet,positive
"conditions on one or more time scales, and dry conditions at other",negative
"time scales, often a difficult concept to convey in simple terms to",positive
"decision-makers. Consequently, a separate SPI value is calculated for",negative
"a selection of time scales, covering the last 1, 2, 3, 4, 5, 6, 7, 8,",positive
"9, 10, 11, 12, 15, 18, 24, 30, 36, 48, 60, and 72 months, and ending",positive
on the last day of the latest month.,positive
"PARTICULATE MATTER (PM 2.5): A type of air pollution that consists of extremely small particles that are 2.5 micrometers or less in diameter. These particles are so small that thousands of them could fit in the period at the end of a sentence. PM2.5 is a mixture of dust, soot, organic chemicals, and metals that can come from a variety of sources, including cars, trucks, factories, and wood burning.",negative
"GEOID CHARACTERISTICS: Describes the gravitational properties of the geoid, which is defined as a surface on which the earth's attractive (i.e. gravitational) forces are everywhere equal, i.e. a gravimetric equipotential surface. The geoid is of fundamental importance in determining positions on the earth's surface as most measurements are made with reference to this surface.",positive
SPEED PROFILES: Ocean current velocity throughout the water column.,positive
GLACIAL HORNS: A sharp peak formed where the ridges separating three or more cirques intersect.,positive
DEPTH HOAR: Pertaining to the characteristics of the layer of ice crystals thatforms between the ground and snow cover by sublimation.  It's alsoreferred to as sugar snow.,negative
OCEAN UPWELLING/DOWNWELLING: The upward motion of seawater anywhere in the oceans.,negative
INFILTRATION: Pertaining to the process by which substances enter an aquifer.,negative
ENVIRONMENTAL HEALTH FACTORS: Refer to measurements of human physiological functions such as those provided by heat exchange dataor human response to such environmental factors as contaminants.,negative
"MELT POND: A pond of water on the surface of sea ice, commonly occurring in the Arctic in spring.",positive
"BIOMARKER: A biomarker, or biological marker, is an indicator of a biological state. It is a characteristic that is objectively measured and evaluated as an indicator of normal biological processes, pathogenic processes, or pharmacologic responses to a therapeutic intervention. It is used in many scientific fields.",negative
OCEAN UPWELLING INDICES: Indices that leverage state-of-the-art ocean models as well as satellite and in situ data to improve upon historically available upwelling indices. Upwelling drives the biological productivity of the system by bringing nutrients to surface waters.,positive
"SEA SURFACE TOPOGRAPHY: To measure sea surface height, or surface topography, scientists needto obtain the precise distance between the satellite and the center ofthe Earth and the precise distance between the satellite and the seasurface. Sea surface height is then calculated by subtracting thedistance between the sea surface and the satellite from the distancebetween the center of the Earth and the satellite. The distance betweenthe satellite and the center of the Earth is obtained by carefullymonitoring the satellite position at all times.",positive
CURRENT PROFILES: Ocean current direction (vector) throughout the water column.,positive
"FIRN FORMATION: The formation process of firn, a partially compacted névé, which is a type of snow that has been left over from past seasons and has been recrystallized into a substance denser than névé. It is ice that is at an intermediate stage between snow and glacial ice.",negative
LOCAL SUBSIDENCE TRENDS: Sinking of the land due to tectonic or isostatic processes.,negative
NUCLEAR ENERGY PRODUCTION/USE: Refers to the production and use of nuclear power for human consumption. Nuclear energy is the energy released by a nuclear reaction.,negative
"RADIATIONAL COOLING: In meteorology, the result of radiative cooling of the earth's surface and adjacent air.Radiational cooling occurs, as is typical on calm, clear nights, whenever the longwave emission from the surface is not balanced by significant amounts of absorbed shortwave radiation or downwelling longwave from the atmosphere above the surface, and there are no nonradiative sources of sufficient energy to make up the difference.",negative
SEVERE CYCLONIC STORMS (N. INDIAN): null,negative
"ANIMAL ECOLOGY AND BEHAVIOR: Any measurment related to the totality or pattern of the interrelationshipof animals, and animals with their environment.",negative
